LevelEditor.g.en-US.resources:mainwindow.baml,MenuItem_5:System.Windows.Controls.MenuItem.$Content,Menu,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Separator_2:System.Windows.Controls.Separator.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,MenuItem_6:System.Windows.Controls.MenuItem.$Content,Menu,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Separator_3:System.Windows.Controls.Separator.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,MenuItem_7:System.Windows.Controls.MenuItem.$Content,Menu,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,MenuItem_8:System.Windows.Controls.MenuItem.$Content,Menu,True,True,,#MenuItem_9;#MenuItem_10;
LevelEditor.g.en-US.resources:mainwindow.baml,MenuItem_8:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Edit
LevelEditor.g.en-US.resources:mainwindow.baml,MenuItem_9:System.Windows.Controls.MenuItem.$Content,Menu,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,MenuItem_10:System.Windows.Controls.MenuItem.$Content,Menu,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,ToolBarTray_1:System.Windows.Controls.ToolBarTray.$Content,None,True,True,,#ToolBar_1;
LevelEditor.g.en-US.resources:mainwindow.baml,ToolBarTray_1:System.Windows.Controls.DockPanel.Dock,None,True,False,,Top
LevelEditor.g.en-US.resources:mainwindow.baml,ToolBar_1:System.Windows.Controls.ToolBar.$Content,Menu,True,True,,#Button_1;#Separator_4;#Button_2;#Button_3;#Separator_5;#Button_4;#Button_5;#Separator_6;#Button_6;
LevelEditor.g.en-US.resources:mainwindow.baml,Button_1:System.Windows.Controls.Button.$Content,Button,True,True,,#Image_1;
LevelEditor.g.en-US.resources:mainwindow.baml,Image_1:System.Windows.Controls.Image.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Image_1:System.Windows.Controls.Image.Source,None,False,True,,../Resources/Icons/action_create_16xLG.png
LevelEditor.g.en-US.resources:mainwindow.baml,TextBlock_1:System.Windows.Controls.TextBlock.$Content,Text,True,True,,New Map
LevelEditor.g.en-US.resources:mainwindow.baml,Separator_4:System.Windows.Controls.Separator.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Button_2:System.Windows.Controls.Button.$Content,Button,True,True,,#Image_2;
LevelEditor.g.en-US.resources:mainwindow.baml,Image_2:System.Windows.Controls.Image.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Image_2:System.Windows.Controls.Image.Source,None,False,True,,../Resources/Icons/Open_6529.png
LevelEditor.g.en-US.resources:mainwindow.baml,TextBlock_2:System.Windows.Controls.TextBlock.$Content,Text,True,True,,Open
